user_id,matched_user_id,action,timestamp
U006,U021,1,2025-12-01
U059,U031,1,2025-07-07
U086,U039,0,2025-09-01
U087,U020,1,2025-06-21
U100,U045,1,2025-08-21
U012,U090,1,2025-09-17
U070,U012,0,2026-05-25
U035,U084,0,2026-04-05
U080,U007,1,2025-06-06
U094,U099,0,2026-02-26
U077,U046,1,2026-04-21
U053,U002,0,2026-02-21
U021,U070,0,2025-12-31
U049,U037,0,2026-04-09
U065,U063,0,2025-08-22
U003,U054,1,2026-05-16
U010,U041,1,2025-10-14
U053,U029,1,2025-12-11
U025,U081,1,2026-04-25
U028,U036,0,2026-02-17
U012,U045,0,2026-04-10
U012,U067,1,2025-08-06
U099,U078,1,2025-09-15
U053,U005,0,2026-03-10
U008,U098,0,2026-03-15
U100,U019,1,2026-01-10
U035,U060,1,2026-05-22
U064,U046,1,2026-01-10
U035,U073,1,2026-03-08
U085,U011,1,2025-11-10
U053,U021,0,2025-12-28
U010,U033,0,2025-10-08
U055,U028,1,2025-08-30
U088,U002,1,2026-02-13
U030,U023,0,2025-08-05
U090,U097,1,2025-10-10
U026,U025,1,2026-05-06
U069,U034,1,2026-04-27
U028,U017,1,2025-07-30
U083,U030,1,2025-09-17
U065,U008,1,2025-09-04
U038,U093,1,2026-03-29
U016,U096,1,2025-08-01
U081,U025,1,2026-04-19
U006,U091,1,2025-10-05
U008,U066,1,2025-09-05
U016,U042,0,2025-11-10
U028,U029,0,2026-05-21
U032,U073,1,2025-08-03
U089,U050,0,2025-12-06
U024,U018,0,2026-04-29
U034,U093,1,2026-03-02
U047,U080,0,2025-11-29
U024,U047,1,2025-10-06
U055,U001,0,2025-10-31
U090,U032,1,2026-05-15
U038,U089,1,2025-12-17
U028,U064,1,2025-12-28
U036,U048,1,2025-06-25
U072,U062,1,2026-01-19
U085,U079,0,2025-08-25
U016,U004,1,2025-06-27
U039,U080,0,2025-10-05
U100,U010,1,2026-05-29
U075,U048,1,2025-08-04
U083,U043,0,2026-03-29
U013,U029,1,2026-05-04
U017,U002,1,2025-12-07
U090,U069,1,2025-12-23
U072,U012,0,2025-12-13
